gene,ratio,log2_fc
feoB ,0.9919101855560666,-0.0117186
kch ,0.9921811544741097,-0.01132454
bglX ,0.9926470548324982,-0.01064725
aspC ,0.9928719627356011,-0.01032041
rlmD ,0.994414281338154,-0.008081079
galM ,0.9946706952217397,-0.007709122
yiaF ,0.9947330692494436,-0.007618656
pepQ ,0.9947627725092912,-0.007575577
mutS ,0.9948345910564692,-0.007471423
dsdA ,0.9948869105542617,-0.007395552
ydbH ,0.9950035789228214,-0.00722638
mlaB ,0.9956409937078685,-0.006302463
eutA ,0.9963721362538311,-0.005243418
cysK ,0.9966897528294222,-0.004783599
frsA ,0.9970174525598002,-0.004309336
ypdB ,0.9971419189692117,-0.004129243
blc ,0.9972383178012592,-0.003989777
yqcC ,0.9974301312641994,-0.003712309
rnfG ,0.9983900469405403,-0.002324543
yjgL ,0.9985221429904403,-0.002133674
rpe ,0.9990092386741839,-0.001430075
sapD ,0.9997600688587902,-0.000346189
birA ,1.0000910316966205,0.000131325
kup ,1.0001168811487722,0.000168614
yhjE ,1.0002793287984886,0.00040293
yedD ,1.0004908887515722,0.000708029
luxS ,1.0010813066970097,0.001559153
tesB ,1.001500276876053,0.00216282
glcD ,1.001705807192529,0.002458863
deoR ,1.0024888710851412,0.003586221
nadB ,1.0029819500283221,0.004295643
focA ,1.0030469901123296,0.004389194
gltL ,1.003134942865615,0.004515692
ppk ,1.0031798240044736,0.004580238
rpmJ ,1.003652705445,0.005260139
sdaA ,1.00394301533009,0.005677383
panB ,1.0046072195488218,0.006631548
yjcO ,1.0046907066032935,0.006751437
bamD ,1.0047243557509729,0.006799755
sbp ,1.004754973011454,0.006843718
yfeX ,1.005908730860521,0.008499411
feoA ,1.0059417312063363,0.00854674
plsC ,1.0063868113460317,0.009184921
pspF ,1.006705359471775,0.0096415
alaA ,1.006734864071539,0.009683782
era ,1.007364077033317,0.01058519
lolB ,1.0074590227733775,0.01072116
ampC ,1.0075753132948528,0.01088768
pncA ,1.007756927105422,0.0111477
bamB ,1.0079871030335774,0.01147718
yhjD ,1.008200105202082,0.01178201
fadE ,1.0086943348018396,0.01248906
cmk ,1.0089608320636927,0.01287017
hslJ ,1.0090047597182585,0.01293298
atpH ,1.0091610362597707,0.01315641
yahA ,1.009859172912188,0.01415412
ygfB ,1.0100134325144778,0.01437448
metI ,1.0101174149309604,0.014523
pgsA ,1.0107931972984643,0.01548786
sodB ,1.011162629108393,0.01601505
adrB ,1.0113141857172707,0.01623127
ruvB ,1.0117145159604157,0.01680225
ghrA ,1.0128416938791964,0.0184087
mhpF ,1.0129787359698295,0.01860389
gcvA ,1.0135317896743803,0.01939134
ahpF ,1.0140309313093259,0.02010166
rseP ,1.0141178733581948,0.02022535
msrC ,1.0149237264052728,0.02137131
glgP ,1.0155709619846987,0.02229105
grxB ,1.0167137544093594,0.02391356
ytfP ,1.0168405013609045,0.0240934
yfbR ,1.0177120816970897,0.02532947
nusA ,1.0178518076169334,0.02552753
nagC ,1.0195205320656917,0.02789083
gmhA ,1.019871295374478,0.0283871
frr ,1.0202071522354095,0.02886212
pcm ,1.0204135417765894,0.02915395
ydgH ,1.0212395671059835,0.03032134
yfeA ,1.021338864763594,0.03046161
higA ,1.0213595367669044,0.03049081
yaiA ,1.0225737238591097,0.03220486
nusB ,1.023330740858933,0.0332725
ybiB ,1.0235245522040533,0.03354571
fmt ,1.0235498799951506,0.03358141
yfgM ,1.0243393285581803,0.03469371
hslO ,1.024559969084854,0.03500443
tolC ,1.0246854213443592,0.03518107
bamA ,1.0249604629722475,0.03556826
pdxJ ,1.0250882450915515,0.03574811
yjiN ,1.0251687663097673,0.03586143
murB ,1.025434036507632,0.03623469
mlc ,1.0265944242770417,0.03786633
dapE ,1.0270499086893834,0.03850629
prfA ,1.0270705183070343,0.03853524
phoE ,1.0272622680839252,0.03880456
glnE ,1.0274659613261412,0.0390906
cobB ,1.0275684285104876,0.03923447
mtlA ,1.0277361856507312,0.03946998
wecA ,1.0281579539127024,0.04006192
lpxD ,1.0283514891216987,0.04033346
rpoS ,1.0288797160880054,0.04107433
iscA ,1.0291673543667739,0.0414776
rimM ,1.029177584063827,0.04149194
rtcB ,1.0293840188199315,0.04178129
ymgD ,1.0294624513359782,0.04189121
mrcB ,1.0311000160493917,0.04418428
ygiC ,1.0311017670758476,0.04418673
rfaC ,1.0318258032045617,0.04519943
ygdH ,1.0319000944451986,0.0453033
tktB ,1.0321550011885479,0.04565964
yhfK ,1.0329882471522165,0.04682384
lpp ,1.0330936138225668,0.04697099
recJ ,1.033410816966429,0.04741389
yeiG ,1.033421124658213,0.04742828
minC ,1.0335116132701123,0.0475546
ygfZ ,1.0336182799462998,0.04770349
aroK ,1.0341048135428559,0.04838242
dsbC ,1.0354551962164553,0.05026513
fhuE ,1.0366129342121975,0.0518773
ycgB ,1.0366453545821757,0.05192242
puuD ,1.0392044329229733,0.05547949
yiiD ,1.039894960858995,0.05643781
mscS ,1.0400990538540027,0.05672093
lacI ,1.0405298768997504,0.05731839
nagD ,1.0411340621863376,0.05815585
betT ,1.0412097020283158,0.05826066
dnaG ,1.0418048005243623,0.05908499
pbpC ,1.0423111902909712,0.05978607
mdtF ,1.0436059900370267,0.06157713
yncE ,1.0438269820448758,0.0618826
yebY ,1.0441099913164602,0.0622737
yfhL ,1.0443364539792972,0.06258658
dxs ,1.0453134667355362,0.06393564
yfgC ,1.0457290605056404,0.06450911
nikR ,1.0458610339585532,0.06469117
pepD ,1.0468714077636354,0.06608424
yfcD ,1.047265865206872,0.06662774
cysM ,1.0472795632064886,0.06664661
surE ,1.047307525974913,0.06668513
gppA ,1.0475090367817315,0.06696269
ygfK ,1.0483176041221076,0.06807587
purR ,1.0484150290580647,0.06820994
hemX ,1.048543002513596,0.06838603
yjhU ,1.0489790463748425,0.06898586
ansB ,1.049916722163835,0.0702749
ycfQ ,1.0499505119922152,0.07032133
obgE ,1.0502411144680497,0.07072058
ppiB ,1.0503026298754352,0.07080508
ycaR ,1.0503082137600102,0.07081275
bioH ,1.0504901685416959,0.07106266
nuoB ,1.050492848116132,0.07106634
lsrF ,1.0508775836034672,0.07159462
acpS ,1.051314969961508,0.07219496
ybhH ,1.0517220074789562,0.07275342
yhbJ ,1.0518977252891801,0.07299444
btuF ,1.051984844147334,0.07311392
deoD ,1.0526995085094002,0.07409368
tatD ,1.0538537142924673,0.07567462
nudJ ,1.0542107728658705,0.07616334
hisJ ,1.054214068432766,0.07616785
pgl ,1.0543342796323094,0.07633235
glsA2 ,1.0548167822989212,0.07699243
glgA ,1.054899550965214,0.07710563
nupG ,1.0549123689904751,0.07712316
nuoN ,1.0553064036356627,0.07766194
dnaX ,1.0556216685397477,0.07809287
ubiD ,1.0557598520346914,0.07828171
yigB ,1.0565288627283154,0.07933218
rsmB ,1.0566753608544563,0.07953221
mug ,1.056682055300003,0.07954135
cysP ,1.056841819033255,0.07975946
yqiC ,1.0572346910263932,0.08029567
yajG ,1.058007526063485,0.08134989
dcd ,1.0589019222260565,0.08256897
zapA ,1.0589584765008888,0.08264602
yifL ,1.059192087566348,0.08296425
rluE ,1.05945432364327,0.08332139
ygdL ,1.0595545902549237,0.08345792
rseA ,1.0604681340103108,0.08470127
gshA ,1.061144097820946,0.08562058
prlF ,1.0620535718112505,0.08685654
tamB ,1.0629723131428066,0.08810402
fkpA ,1.063175319895627,0.08837952
tatB ,1.06342907757477,0.08872382
exuR ,1.063525068744385,0.08885404
menF ,1.0636099067336726,0.08896912
ydjA ,1.0638104986735406,0.08924118
argR ,1.0638570724399852,0.08930434
yciT ,1.063877675861769,0.08933228
yrdA ,1.06402826846131,0.08953648
grpE ,1.0640706329241436,0.08959392
rfaB ,1.0642808871005636,0.08987896
yhjG ,1.0645634354541214,0.09026192
lnt ,1.0648290975304164,0.0906219
dnaA ,1.0657979106437594,0.09193391
crr ,1.0663014466364102,0.09261535
ybcK ,1.066543604547806,0.09294295
nlpI ,1.0670838754187064,0.09367358
hemY ,1.0680872553070806,0.09502951
yfiB ,1.0690931200341922,0.09638752
ubiX ,1.0692143534582006,0.09655111
tamA ,1.0699136462250842,0.09749436
ddlA ,1.06999819283494,0.09760836
rpiA ,1.0702968664199979,0.09801101
yeaK ,1.0705655769639624,0.09837317
sixA ,1.0707816197043336,0.09866428
flgD ,1.0716210978143412,0.09979489
fdx ,1.0717918865341405,0.1000248
yjbD ,1.0719040717431523,0.1001758
pstS ,1.0719378781977216,0.1002213
uhpA ,1.0720707367468245,0.1004001
yrbA ,1.072197145986509,0.1005702
rraA ,1.0724686678242483,0.1009355
yidE ,1.0725356483306427,0.1010256
flhE ,1.0730338587989667,0.1016956
yoaB ,1.073145802082029,0.1018461
ybeD ,1.0738480754980881,0.1027899
lolC ,1.0743473424188468,0.1034605
csrD ,1.074514536273792,0.103685
proX ,1.075263541348577,0.1046903
hupA ,1.0753025966105771,0.1047427
ybdL ,1.0754052352347585,0.1048804
murI ,1.075768835148254,0.1053681
menC ,1.0763269618497213,0.1061164
ppa ,1.076455663686193,0.1062889
ddpA ,1.0766881120777574,0.1066004
ycdY ,1.076733264375909,0.1066609
malF ,1.0769560683106607,0.1069594
erfK ,1.0777305304499243,0.1079965
lasT ,1.0777841682427176,0.1080683
iraP ,1.0785088388040456,0.109038
tap ,1.0795713531907116,0.1104586
ompA ,1.0796260554410362,0.1105317
ispF ,1.0797662285763021,0.110719
folA ,1.0805769402676566,0.1118018
ybfE ,1.0813761178351209,0.1128684
udk ,1.081508946749791,0.1130456
guaD ,1.0822575762149458,0.1140439
flgC ,1.0825829711569517,0.1144776
ycbX ,1.0830143808818782,0.1150524
nagK ,1.083338801905294,0.1154845
maeA ,1.0843771363710837,0.1168666
ybdZ ,1.0846764027385305,0.1172647
mazE ,1.0846927929828736,0.1172865
nudB ,1.0848064789249179,0.1174377
eutB ,1.0848731772152649,0.1175264
osmY ,1.0858322208741826,0.1188012
dkgA ,1.0861629819351442,0.1192406
pgm ,1.0864890239207374,0.1196736
pssA ,1.087618879647525,0.1211731
cbl ,1.087914063701658,0.1215646
nikA ,1.0880371372638296,0.1217278
mmuM ,1.0881558500777506,0.1218852
rstA ,1.088322552572877,0.1221062
trxA ,1.0885927251786134,0.1224643
ruvA ,1.0887950401660724,0.1227324
yoaF ,1.0888783617054953,0.1228428
ftsA ,1.0890361919882208,0.1230519
oxc ,1.089085032678463,0.1231166
pstB ,1.089230359896123,0.1233091
slyB ,1.0893305525996018,0.1234418
gpmA ,1.0902286966034176,0.1246308
nagB ,1.0905120412032225,0.1250057
lpdA ,1.0910012087019072,0.1256527
frwC ,1.0912951170896954,0.1260413
fliT ,1.0913894477546497,0.126166
yciM ,1.091699200148996,0.1265754
pepB ,1.0917327228379357,0.1266197
deoA ,1.0921333342832886,0.127149
fkpB ,1.092314425882076,0.1273882
ribD ,1.0923394116117664,0.1274212
mdtK ,1.0926676105760156,0.1278546
metB ,1.0930488661637898,0.1283579
kdsC ,1.093527650308004,0.1289897
ligA ,1.0939308160382035,0.1295215
ycjV ,1.0941341989495943,0.1297897
fucU ,1.0946300747725162,0.1304434
narL ,1.0949150186291972,0.1308189
gldA ,1.0960713384404586,0.1323417
pepP ,1.0962862896094199,0.1326246
accB ,1.0963228408195422,0.1326727
ydhQ ,1.096433033754478,0.1328177
hisQ ,1.0987699803578959,0.1358894
bamC ,1.099776069628146,0.1372098
yihD ,1.1002025104106854,0.1377691
yciW ,1.1002205842328945,0.1377928
treR ,1.1003006617004716,0.1378978
yceF ,1.1003304825133582,0.1379369
ftsN ,1.1006051618111115,0.138297
ybfF ,1.1008769337019868,0.1386532
ygeR ,1.101618276538407,0.1396244
mrr ,1.103638736734022,0.142268
prfB ,1.1047765481837808,0.1437546
kbl ,1.1051261021548617,0.144211
wecG ,1.1056510236862749,0.1448961
ygdK ,1.1056790735094388,0.1449327
atpE ,1.1057354818655458,0.1450063
iscR ,1.1063758724228878,0.1458416
ybaB ,1.1071758653480128,0.1468844
rhsB ,1.1082690030222044,0.1483081
ygaP ,1.1086676134948468,0.1488269
yaeP ,1.1086893614043527,0.1488552
btuE ,1.1087622161669741,0.14895
groL ,1.111189983704638,0.1521055
tpx ,1.111257919026866,0.1521937
yjbB ,1.111263310897001,0.1522007
wecC ,1.1114497316372778,0.1524427
ycfD ,1.1119680993814773,0.1531154
dhaK ,1.1122883181675962,0.1535308
frmR ,1.1126370097470815,0.153983
mreC ,1.1130418974095355,0.1545079
mdoD ,1.1136354948646525,0.1552771
talA ,1.1138034758673507,0.1554947
yghA ,1.1138945018929445,0.1556126
dut ,1.1142979162229016,0.156135
yejM ,1.114529034027505,0.1564342
insJ ,1.1151143038792344,0.1571916
cheA ,1.1161981032977182,0.1585931
amiB ,1.1165362568507113,0.1590301
yjgB ,1.1169446538029189,0.1595577
surA ,1.1174320460212,0.1601871
yjaG ,1.117491377733505,0.1602637
aes ,1.1185776425401086,0.1616654
truA ,1.1192870699401896,0.1625801
yjiA ,1.1198489899374753,0.1633042
qorB ,1.1201314920844931,0.1636681
rseB ,1.1202171340415032,0.1637784
icd ,1.1202891932713508,0.1638712
moaE ,1.1208153350187562,0.1645486
gstB ,1.1223426527736902,0.1665132
fliL ,1.1223703480871698,0.1665488
ydgA ,1.122633020763094,0.1668864
moeA ,1.1230206063107955,0.1673844
yciU ,1.1231358960180013,0.1675325
dinJ ,1.1231861102924239,0.167597
dusC ,1.1231958420006531,0.1676095
cysQ ,1.123494607538752,0.1679932
bioA ,1.1239913243481983,0.1686309
clpB ,1.1248126308043134,0.1696847
fsaA ,1.1257514219764055,0.1708883
yjiL ,1.1264753154345346,0.1718157
gutQ ,1.1265448099518833,0.1719047
glpR ,1.1265480114880035,0.1719088
rcsF ,1.1266916995490692,0.1720928
metJ ,1.1268746159711047,0.172327
flhA ,1.126884926405783,0.1723402
fimC ,1.1278804836317735,0.1736142
erpA ,1.128287633685194,0.1741349
trmD ,1.128860801463558,0.1748676
yiiQ ,1.130688791896599,0.1772019
crp ,1.1317401105634353,0.1785427
murQ ,1.1326323959507407,0.1796797
ydcY ,1.1330089048327066,0.1801592
gpmB ,1.1342817160845216,0.181779
nfsA ,1.134406653985957,0.1819379
gltJ ,1.1352675189731418,0.1830323
rimN ,1.135950445229387,0.1838999
kdpD ,1.1370997361512523,0.1853588
slyD ,1.1373140618030033,0.1856307
iscX ,1.1380659791273728,0.1865842
oppC ,1.139090284622165,0.1878821
mdaB ,1.139648717371425,0.1885892
ispE ,1.1403778321066482,0.1895119
uxuA ,1.1406772937573173,0.1898907
ycfP ,1.1409841100262588,0.1902787
glgB ,1.141334044529063,0.1907211
qorA ,1.141962044098926,0.1915147
yiiM ,1.1425585519294625,0.1922681
rihA ,1.1430035623936314,0.1928299
fliS ,1.143503990223318,0.1934614
yacG ,1.1435485361420057,0.1935176
frlC ,1.1441304873927771,0.1942516
ygaD ,1.1445122464292863,0.1947329
rihC ,1.1452618575667977,0.1956775
yacC ,1.1463732097956076,0.1970768
dsbA ,1.147715686392971,0.1987653
yejH ,1.1488263141996018,0.2001607
hspQ ,1.149394379840348,0.2008739
lipA ,1.1511384818605939,0.2030614
yeaE ,1.1517349930940513,0.2038088
yceH ,1.1518343086156386,0.2039332
degQ ,1.1529354161726246,0.2053117
ygiB ,1.1536158567130301,0.2061629
yjgR ,1.1539682255470267,0.2066035
ggt ,1.154415919520726,0.2071631
sdhC ,1.1555299874227283,0.2085547
lpxC ,1.1567427045406007,0.210068
oppD ,1.1572511529792788,0.210702
ydfH ,1.1573352208678478,0.2108068
iciA ,1.1595462782217294,0.2135604
yqjG ,1.1600078754199212,0.2141346
yciQ ,1.1611160722379272,0.2155122
matP ,1.1612186918747318,0.2156397
slyX ,1.1617974754155276,0.2163586
yceB ,1.1623291733595182,0.2170187
asmA ,1.1626070805011561,0.2173636
xylF ,1.1638202873272105,0.2188683
dicA ,1.1642367797289774,0.2193845
uvrB ,1.1656113252346163,0.2210868
phnK ,1.1661340989487,0.2217337
fliZ ,1.166302157160263,0.2219416
plsX ,1.1665376734062733,0.2222329
yjgA ,1.1668302551675627,0.2225947
yjeP ,1.1679431076664382,0.22397
fliA ,1.16845923296856,0.2246074
cspC ,1.169265942910459,0.2256031
flgI ,1.1695363480961325,0.2259367
glk ,1.169836412153082,0.2263068
putA ,1.1698746046975077,0.2263539
ydhF ,1.1711844467747312,0.2279683
sapB ,1.1712825978938202,0.2280892
zipA ,1.17193869234804,0.2288971
phoP ,1.1726680630383455,0.2297947
ung ,1.1727300837265313,0.229871
slt ,1.1733733251280873,0.2306621
yohD ,1.1733787743875015,0.2306688
yhjB ,1.174081290043157,0.2315323
yggN ,1.174349145837761,0.2318614
hemC ,1.1746331836654174,0.2322103
tmk ,1.1751119456709933,0.2327982
yraP ,1.1751174030047296,0.2328049
ygiN ,1.1754713692917467,0.2332394
fldA ,1.176488892652056,0.2344877
ihfB ,1.1769201159160307,0.2350164
grxA ,1.178181986026479,0.2365624
fabR ,1.1782356413845785,0.2366281
rcnB ,1.1788085258109662,0.2373294
nfuA ,1.1799354196413556,0.2387079
eutE ,1.1802867466315359,0.2391374
yfjK ,1.180351379283141,0.2392164
yciN ,1.1827945491519083,0.2421995
hscB ,1.183388352053504,0.2429236
pepN ,1.1840486833164028,0.2437284
yidR ,1.184067149660547,0.2437509
yebC ,1.184274813268622,0.2440039
cheW ,1.1847779533891725,0.2446167
tfaE ,1.1849081247810351,0.2447752
acpP ,1.185206217748014,0.2451381
rcsC ,1.1859111291612412,0.2459959
ppiD ,1.1865486877739866,0.2467713
degP ,1.1872271585636136,0.247596
yecD ,1.1880433673142379,0.2485875
lolE ,1.1890083939488523,0.2497589
yfcL ,1.1907057210621388,0.2518169
rodZ ,1.1912200979445315,0.25244
grxC ,1.1918198655793828,0.2531662
ydiK ,1.19216349283386,0.2535821
fimD ,1.1925035822037247,0.2539936
yeeD ,1.1928814720100442,0.2544507
modE ,1.1931734658030697,0.2548038
modC ,1.1932176308140154,0.2548572
relB ,1.19420846481023,0.2560547
yebT ,1.1943276685203577,0.2561987
scpC ,1.1968659680330311,0.2592616
yahF ,1.1995386973477724,0.2624797
aroL ,1.1996459600789215,0.2626087
ompC ,1.2009833914743298,0.2642162
moeB ,1.201930686136131,0.2653537
recE ,1.2019608452726658,0.2653899
potD ,1.2022695617150347,0.2657604
treC ,1.2030435760105,0.2666889
ycdX ,1.2032422241170102,0.2669271
yobA ,1.2034614255765927,0.2671899
uxuR ,1.2039832322726611,0.2678153
phoQ ,1.206214514074539,0.2704865
orn ,1.2077450166577695,0.2723159
atpC ,1.2079884829758079,0.2726067
hfq ,1.2082164212976125,0.2728789
yjcE ,1.2087469086178273,0.2735122
ubiC ,1.2088744345181925,0.2736644
ompF ,1.2093872713526244,0.2742763
flgE ,1.2100293991725282,0.2750421
nanE ,1.2108086609877038,0.2759709
ppiA ,1.2128728371665658,0.2784283
dapF ,1.2153428856896122,0.2813634
fur ,1.2161511111774705,0.2823225
pdxY ,1.2171602295638535,0.2835191
lpoB ,1.2175995240363668,0.2840397
yihW ,1.2189845156457615,0.2856798
murR ,1.219031663968501,0.2857356
ampE ,1.219053633343848,0.2857616
minD ,1.220521153965869,0.2874973
tusA ,1.221562009312017,0.2887271
skp ,1.2227787620769683,0.2901634
wecB ,1.2234611580112444,0.2909683
yieF ,1.2237053327017957,0.2912562
cycA ,1.2253299649500327,0.2931703
nrdD ,1.2256792608713016,0.2935815
nudF ,1.2268010444740458,0.2949013
dnaK ,1.2275081471938714,0.2957326
yhhW ,1.2277381518219712,0.2960029
galK ,1.2281328254467083,0.2964666
yfeY ,1.229855740171892,0.2984891
nuoM ,1.2303494199615306,0.2990681
ynfH ,1.2304164529075372,0.2991467
phnA ,1.2307404116601743,0.2995265
gabT ,1.2315542670776538,0.3004802
chbF ,1.2317846029443336,0.30075
nagE ,1.2320801413497975,0.3010961
ulaR ,1.232151026457556,0.3011791
nrdR ,1.2322530910947567,0.3012986
yhbS ,1.2327479895543623,0.3018779
nagA ,1.2328379691390898,0.3019832
yoaC ,1.2330031624323743,0.3021765
cspA ,1.2332356498728756,0.3024485
asr ,1.2334554420881707,0.3027056
pepE ,1.2336546652910922,0.3029386
cusA ,1.2337047754180102,0.3029972
fimA ,1.2344898716810817,0.303915
yfcE ,1.2349097412321943,0.3044056
deoC ,1.2350678497885796,0.3045903
yidJ ,1.236801179302119,0.3066136
yafV ,1.237246533424678,0.307133
ypfH ,1.2381478497633156,0.3081836
btuR ,1.2384600232487422,0.3085473
zntB ,1.2385937746551035,0.3087031
gspO ,1.238747975842882,0.3088827
yceM ,1.2391147529973616,0.3093098
secB ,1.23956059652495,0.3098288
ygiM ,1.239940678030072,0.3102711
ompR ,1.2418450724432613,0.3124852
yhdH ,1.2422382535429914,0.3129419
yeaG ,1.2423665572059208,0.3130909
sufC ,1.2424023812660665,0.3131325
racR ,1.2431629389343601,0.3140154
nupC ,1.2459883679501642,0.3172906
mtlD ,1.2476201857860914,0.3191788
yjjA ,1.2477287209507388,0.3193043
yibF ,1.2478108853222072,0.3193993
yciO ,1.2492970909650476,0.3211166
ybbL ,1.2493781462107818,0.3212102
ydbC ,1.2501516395725907,0.3221031
add ,1.2528262097864042,0.3251863
minE ,1.2535052164969238,0.325968
polB ,1.2539484152681952,0.326478
ppsR ,1.2545395037713962,0.3271579
gloA ,1.2546483799766734,0.3272831
mhpE ,1.255631215098885,0.3284128
gloB ,1.255846032702633,0.3286596
fliO ,1.256948726074812,0.3299258
