gene,ratio,log2_fc
ycbL ,1.257114448837289,0.330116
yggX ,1.2583365223850926,0.3315178
yfiH ,1.2586045818073797,0.3318251
ydbD ,1.259902943382647,0.3333126
flgF ,1.2605960087088288,0.334106
glgC ,1.261242770707367,0.334846
fliH ,1.2617023480616154,0.3353716
ytfB ,1.2628850250674653,0.3367233
rnd ,1.2664193463788924,0.3407552
ampD ,1.2664711385228844,0.3408142
ybgK ,1.26657595825769,0.3409336
nnr ,1.267228072106451,0.3416762
cadA ,1.267850026746659,0.3423841
rppH ,1.2689307162244243,0.3436133
ychN ,1.2696997688572527,0.3444874
hybA ,1.270264823563469,0.3451293
gmhB ,1.2727739382746808,0.3479762
iaaA ,1.2731512313143365,0.3484038
fliI ,1.2742929676217725,0.349697
stfR ,1.2744828853770325,0.349912
yoaH ,1.2750856862454958,0.3505942
ymdB ,1.275490629413411,0.3510523
treF ,1.2764927997241677,0.3521854
sufA ,1.2770673394457968,0.3528346
purA ,1.2771255866462599,0.3529004
yffB ,1.27797782199732,0.3538628
nudE ,1.2784846153436469,0.3544348
xylA ,1.2789719288614505,0.3549846
fdhE ,1.2802655659304278,0.3564431
ydcF ,1.2808739429389469,0.3571285
katG ,1.281730545293149,0.358093
selD ,1.2819532046660296,0.3583436
tabA ,1.2826758256244974,0.3591566
mlaD ,1.2828880673257903,0.3593953
evgA ,1.2832513693137897,0.3598038
cheZ ,1.2834734032445496,0.3600534
poxB ,1.2849563928728296,0.3617194
slyA ,1.286920827123386,0.3639233
fadM ,1.2872105896362305,0.3642481
hdhA ,1.2892841861715338,0.3665703
setA ,1.2893484421926216,0.3666422
yebE ,1.2903572076121388,0.3677705
gnsB ,1.2919147736547862,0.3695109
manA ,1.293042952849294,0.3707702
yheV ,1.2932430155828039,0.3709934
yggE ,1.293507124270695,0.371288
fliM ,1.2940003432288096,0.371838
yhcH ,1.2940416027903014,0.371884
fliG ,1.2942413714873893,0.3721067
hsdR ,1.2943698425485073,0.3722499
hemD ,1.2946339121476844,0.3725442
cptB ,1.2947073192457434,0.372626
lolA ,1.294848581288929,0.3727834
fumC ,1.2955650906829042,0.3735815
ybgI ,1.2982561862951532,0.3765751
flhD ,1.2984387853177946,0.376778
envZ ,1.2995224883593286,0.3779816
cdd ,1.2995380716067968,0.3779989
dppD ,1.3002059848427976,0.3787402
dgoR ,1.3002220269089642,0.378758
alsB ,1.3005323626717913,0.3791023
ydiH ,1.3005634634253993,0.3791368
sstT ,1.302685387825146,0.3814887
mppA ,1.3028851362759506,0.3817099
ybaY ,1.3039955985796947,0.382939
maa ,1.3045530383086172,0.3835556
ucpA ,1.305342685057375,0.3844286
ssb ,1.3073080197693148,0.3865991
aidB ,1.3076195936237158,0.3869429
ycbF ,1.3096818567657476,0.3892164
acrE ,1.3098793186473043,0.3894339
fic ,1.3108243700936086,0.3904744
ydcL ,1.3137424744697503,0.3936825
sapA ,1.3141378327403557,0.3941166
nfi ,1.3144011065887422,0.3944056
ygdR ,1.3161175042144908,0.3962883
motB ,1.3161844660321649,0.3963617
dppF ,1.3174802180718972,0.3977813
hyi ,1.3177777747370532,0.3981071
flgL ,1.3180082492286485,0.3983594
artI ,1.3183658704843126,0.3987508
nrdE ,1.3184747111277582,0.3988699
prpD ,1.3196821560890413,0.4001905
cra ,1.3207857864693493,0.4013965
ynhG ,1.3225870676667006,0.4033627
ulaD ,1.3234068021835432,0.4042566
uspA ,1.3240949678133203,0.4050066
yeaY ,1.3249828626910785,0.4059737
katE ,1.3294900684291544,0.410873
oppA ,1.3300345290092614,0.4114637
allD ,1.3316411887339978,0.4132054
sspB ,1.3320861603093852,0.4136874
flgG ,1.3321921630135907,0.4138022
udp ,1.3341149709408797,0.415883
ssnA ,1.3344088850578524,0.4162008
flgK ,1.3366172514550314,0.4185864
puuC ,1.3375760309453946,0.4196209
flgH ,1.3376462170617907,0.4196966
ridA ,1.3386072192096987,0.4207327
fbp ,1.3400235915306804,0.4222584
yahK ,1.3433914946616863,0.4258798
queD ,1.3474152192693862,0.4301945
rcsA ,1.3475726002245423,0.430363
yrfF ,1.3476425635951796,0.4304379
motA ,1.3482340813547045,0.431071
yqjC ,1.3501384911012073,0.4331074
yfeH ,1.3503993362101179,0.4333861
pepT ,1.3505756013131367,0.4335744
ldcC ,1.352774152966471,0.435921
yfhM ,1.355475935072635,0.4387995
znuB ,1.357755869535091,0.4412241
lptA ,1.357884715613192,0.441361
yjeI ,1.3594981611666466,0.4430742
ysgA ,1.3614375438028292,0.4451308
yhiI ,1.3617157680882117,0.4454256
xseA ,1.362959695126359,0.4467429
trxC ,1.365427392609027,0.4493526
yghU ,1.3657576462067698,0.4497015
ihfA ,1.3663032270154676,0.4502777
malK ,1.3665816878611146,0.4505717
zapB ,1.3685288039712238,0.4526258
cheB ,1.369633125665846,0.4537895
ugpQ ,1.3703070503167836,0.4544992
yhjJ ,1.3714088144748366,0.4556587
ybhG ,1.3716973483277108,0.4559622
mltB ,1.3765565708284095,0.4610639
xseB ,1.376793699092177,0.4613124
insQ ,1.37820481226179,0.4627903
nlpE ,1.378406777220585,0.4630017
dacC ,1.3786247300337822,0.4632298
osmE ,1.378633425928794,0.4632389
yraQ ,1.3820833273055426,0.4668446
yqeF ,1.3822401587014195,0.4670083
ybaM ,1.3857484558310083,0.4706654
yajO ,1.3863725550783284,0.471315
yjdC ,1.3877135505378893,0.4727098
yrdD ,1.387808684693472,0.4728087
kdgK ,1.387898534262096,0.4729021
amyA ,1.3879147924607769,0.472919
yciI ,1.3880055147816626,0.4730133
anmK ,1.3881002840895664,0.4731118
hnr ,1.388502428074405,0.4735297
mdh ,1.3902471696316676,0.4753414
rraB ,1.3905536428050382,0.4756594
adhP ,1.3923351257229457,0.4775065
nifU ,1.393033545740501,0.47823
alkB ,1.3933319410727547,0.478539
yggU ,1.3958629496264805,0.4811573
nuoE ,1.396296667735633,0.4816055
ycgM ,1.3964349787925965,0.4817484
rfaI ,1.397282178778962,0.4826234
atoC ,1.3979063369966516,0.4832677
arcA ,1.4004711850458686,0.4859123
gmr ,1.4007089376515678,0.4861572
trpR ,1.400963335882949,0.4864192
dld ,1.4031937237724152,0.4887142
sodA ,1.4034169577656705,0.4889437
hinT ,1.4037512428924124,0.4892873
dppB ,1.4052010892626472,0.4907766
epmA ,1.4075705162217047,0.4932072
yeaZ ,1.4080099215793567,0.4936575
yjcZ ,1.4092200437830662,0.4948969
wrbA ,1.4106771030238854,0.4963878
dkgB ,1.4126528729528394,0.498407
fliD ,1.4147039725071384,0.5005002
zur ,1.414713974642809,0.5005104
ydfZ ,1.4147964459273004,0.5005945
potF ,1.419058042589569,0.5049336
fucI ,1.4193765732210235,0.5052574
ybgS ,1.4256606322623206,0.5116306
glcC ,1.4276978621233984,0.5136907
baeS ,1.4286722624383859,0.514675
glgX ,1.4291754133341557,0.515183
ybbA ,1.4303150907477367,0.516333
ndk ,1.431025916367004,0.5170498
phnB ,1.4338640070397155,0.5199082
ycgV ,1.4371203662365388,0.5231809
spr ,1.4408757160481722,0.5269459
ptsO ,1.442892481453234,0.5289638
artQ ,1.4456619144261809,0.5317302
fliY ,1.447281543051948,0.5333456
nanM ,1.4474393517306336,0.5335029
uspE ,1.447955836450312,0.5340176
yidB ,1.4491003451912643,0.5351575
flxA ,1.4528877049194624,0.5389232
deoB ,1.4558278817240555,0.5418398
arcB ,1.4566044926335724,0.5426092
dps ,1.4604395055829307,0.5464026
yciG ,1.4635051271491932,0.5494278
rnk ,1.464934641693115,0.5508363
nrfB ,1.4662189939641637,0.5521006
kgtP ,1.4677299003418487,0.5535865
hupB ,1.47199380529199,0.5577716
gntT ,1.4735757245386873,0.5593212
ygaU ,1.4746727129134545,0.5603948
groS ,1.476233873920069,0.5619213
yqiH ,1.477774767136026,0.5634264
fliF ,1.4783983994799468,0.5640351
glpX ,1.4786962211503256,0.5643257
cbpA ,1.4792254996620253,0.564842
yeiE ,1.4798475901451,0.5654486
cydA ,1.4801049737484815,0.5656995
ycaC ,1.4818424829059915,0.5673921
mdtL ,1.4830855291161558,0.5686018
cheY ,1.483804169962407,0.5693007
hpf ,1.484184761794917,0.5696707
tar ,1.4848313744391812,0.5702991
cls ,1.4866477993125276,0.5720629
yniA ,1.4870518998368285,0.572455
macA ,1.487564268764174,0.572952
ycaQ ,1.4902837025324633,0.575587
gabD ,1.4904519854437142,0.5757499
livJ ,1.4920866296200384,0.5773313
ylbA ,1.494789463944202,0.5799423
ilvA ,1.4966884065399477,0.5817739
sucA ,1.4978850360762328,0.5829269
ynfD ,1.4983099501937052,0.5833361
hsdS ,1.499735725513321,0.5847083
yccJ ,1.5006561025328715,0.5855934
ygaM ,1.5013531820013255,0.5862634
yjiM ,1.5035984153179582,0.5884193
leuC ,1.5066627274989985,0.5913565
mog ,1.5083983735620037,0.5930175
yhdW ,1.509251149542339,0.5938329
yeeO ,1.5103825479824482,0.594914
uidR ,1.5152339909712587,0.5995406
pptA ,1.5155630794797545,0.5998539
astC ,1.5165091472417425,0.6007542
mioC ,1.523260199039125,0.6071624
flu ,1.5236117299004284,0.6074953
yajD ,1.5244080164223157,0.6082491
hcp ,1.5247647795295702,0.6085867
pspA ,1.5256661471986623,0.6094393
malM ,1.5308880648257246,0.6143688
sdaC ,1.5326885883400603,0.6160646
ilvB ,1.5348224790955116,0.6180718
cueR ,1.536089418126784,0.6192622
ftsP ,1.5409620154377388,0.6238313
torZ ,1.5433752761238675,0.6260889
leuB ,1.543480011748515,0.6261868
yahJ ,1.5478339403706471,0.6302507
pmrD ,1.5535741489310728,0.6355911
gstA ,1.5549344896462343,0.6368538
ahpC ,1.5612903961701317,0.6427389
amiC ,1.5641854837521927,0.6454116
cpxR ,1.5667714015814604,0.6477947
rmuC ,1.5756635387248807,0.6559595
pliG ,1.5764366547330995,0.6566672
leuA ,1.576619146633091,0.6568342
flgN ,1.576751930962018,0.6569557
hcaF ,1.5794767492591442,0.6594467
elbB ,1.581089679757554,0.6609192
ushA ,1.5826284532169002,0.6623226
htrL ,1.5833399042825331,0.662971
flgB ,1.5859519917777585,0.6653491
htpX ,1.5873447541520318,0.6666155
fldB ,1.5893733949596762,0.6684581
yceI ,1.5899527584514679,0.6689839
fadL ,1.5907940817606343,0.6697471
eco ,1.5918832154137945,0.6707345
priC ,1.5945007763198102,0.6731048
ymjA ,1.6032616605944068,0.6810099
yggL ,1.604075002333113,0.6817416
gntP ,1.607842510201191,0.6851261
sucB ,1.6123718490312513,0.6891845
dksA ,1.616309634583055,0.6927036
malE ,1.61748372948299,0.6937512
leuD ,1.6178954697336554,0.6941184
yihF ,1.6180243282845128,0.6942333
psiF ,1.6202444587102784,0.6962115
adk ,1.6205636660409937,0.6964957
yqjD ,1.6217813193777872,0.6975793
mgsA ,1.626778354605709,0.7020177
cpdA ,1.6311645196941396,0.7059023
yfgJ ,1.6340223311282258,0.7084277
rsd ,1.6363828246496037,0.7105103
tesA ,1.6368740304025273,0.7109433
mraZ ,1.6426754848681364,0.7160475
fliN ,1.645428115245859,0.718463
yffS ,1.6472038419055384,0.7200191
osmF ,1.6552125625958538,0.7270165
ypjA ,1.6557000099117372,0.7274413
ynfB ,1.6576722618580544,0.7291588
dedD ,1.667421797225284,0.7376191
rsmF ,1.6678735328208432,0.7380099
fliC ,1.675458903702478,0.7445563
ydiR ,1.6754727237008964,0.7445682
acnA ,1.6805428167552403,0.7489273
yecA ,1.6841529898878733,0.7520232
nanA ,1.6908988969470657,0.7577904
ybjQ ,1.6971389645768276,0.7631047
osmC ,1.6980308851192596,0.7638627
yciK ,1.6997331878213777,0.7653083
uxaC ,1.7057829682168046,0.7704341
puuE ,1.7173158437127654,0.7801554
yccX ,1.7200150637657077,0.7824212
eptB ,1.7207047841421454,0.7829996
insG ,1.724291392705606,0.7860036
lamB ,1.725099648495699,0.7866797
dppA ,1.7280108786726027,0.7891123
ydjF ,1.7282869857615848,0.7893428
elaB ,1.7288396918004818,0.7898041
trkG ,1.7326803183012096,0.7930055
yaeR ,1.7335351624700053,0.7937171
nmpC ,1.7368290962091935,0.7964558
ecnB ,1.7450628532375247,0.803279
greA ,1.7456261270857978,0.8037446
dadA ,1.7561792431471783,0.8124401
pphA ,1.7616603525376695,0.8169358
sucC ,1.7694592041216333,0.8233085
yqcA ,1.7697945598096818,0.8235819
eutL ,1.7759762638339263,0.8286123
yacL ,1.7853307841606236,0.8361914
fbaB ,1.7985165060500536,0.8468074
chaB ,1.8027420752493282,0.850193
aceK ,1.8037296274139558,0.8509831
yehM ,1.8080505329533436,0.8544350000000001
ydhR ,1.8130183160397266,0.8583935
prr ,1.8161270095399547,0.8608651
rfaF ,1.8205196338848688,0.8643503
yeaC ,1.8208321041792062,0.8645979
ratA ,1.831606512739797,0.8731096
lptF ,1.8324761226263189,0.8737944
truC ,1.834201197556857,0.8751519
modA ,1.8371262831502457,0.8774508
flgM ,1.841411549014318,0.8808121
ycaL ,1.8427269341776888,0.8818423
rmf ,1.8518232435637507,0.8889464
ypdA ,1.8543425814430197,0.8909078
flgA ,1.855280468481015,0.8916373
sdhA ,1.8573515409159649,0.8932469
hns ,1.859731955955844,0.8950947
acnB ,1.8634909336355063,0.8980078
citF ,1.8636769439005687,0.8981518
chbB ,1.8673989797680908,0.9010302
fcl ,1.869808601976721,0.9028906
yciE ,1.870052275734545,0.9030786
uspG ,1.8751843052716797,0.9070324
yfcH ,1.8801943543903248,0.9108818
ppsA ,1.8878984967630605,0.9167812
yaeH ,1.890602279960838,0.9188459
tdh ,1.8922215290983169,0.920081
sodC ,1.907266309976522,0.9315063
yeeJ ,1.9108642616076732,0.9342253
frdD ,1.9117798498713219,0.9349164
rimL ,1.9201160384119274,0.9411935
sucD ,1.9210385896201168,0.9418865
yibT ,1.952229820610068,0.9651229
treA ,1.9527786132740184,0.9655284
yhcM ,1.955725510875336,0.9677039
ivy ,1.9660288604899228,0.9752845
yebF ,1.9664041969366535,0.9755599
yjbR ,1.9678878448478223,0.976648
ygbL ,1.9732928805723071,0.9806051
ybcH ,1.9780206671091316,0.9840575
sdhB ,1.9910216379355576,0.9935089
aer ,1.9927184678806258,0.9947379
srlR ,1.9993941425191128,0.9995629
yfeK ,2.0074137463452995,1.005338
yjhG ,2.010186002297974,1.007329
sthA ,2.024188997464312,1.017344
cusC ,2.031544547240329,1.022577
ybjI ,2.0316107318090304,1.022624
yoaE ,2.033360475789891,1.023866
yihX ,2.0395233156687955,1.028232
hchA ,2.0517230454660673,1.036836
hdeB ,2.056250457732995,1.040016
trg ,2.0580142903647562,1.041253
phoA ,2.0587961645787254,1.041801
cydB ,2.06463821296001,1.045889
visC ,2.075990727712916,1.0538
rbsD ,2.080645240558492,1.057031
atoE ,2.10986691456845,1.077152
uxuB ,2.1102676634579,1.077426
yedF ,2.129941785539719,1.090814
fumA ,2.132589072075774,1.092606
cpxP ,2.168460253862203,1.116671
mdtC ,2.1783669511888135,1.123247
yegP ,2.1802385566699662,1.124486
yidQ ,2.186141827637948,1.128387
ompW ,2.1872907405115773,1.129145
gltI ,2.1975225960920395,1.135878
gatY ,2.205590563528742,1.141165
yiaN ,2.2209378168366,1.151169
gatA ,2.2225085975717676,1.152189
eutM ,2.2281247350449327,1.15583
ulaA ,2.2286282723251767,1.156156
rbsA ,2.2312079810181835,1.157825
yjgX ,2.248902320459345,1.169221
gatD ,2.2588398681729127,1.175582
mglA ,2.262103594507976,1.177665
csiE ,2.277244188959702,1.187289
cpdB ,2.29212067381716,1.196683
mtfA ,2.302817370699199,1.2034
ygiS ,2.309446299102838,1.207547
dtpA ,2.31159715591458,1.20889
bfr ,2.319816996664155,1.214011
yegE ,2.330953137197725,1.22092
eutC ,2.332267066274086,1.221733
gltA ,2.349791906705315,1.232533
msyB ,2.3611865026775396,1.239512
fadJ ,2.3627811377794266,1.240486
ydcS ,2.36314966140969,1.240711
sseA ,2.366373825558759,1.242678
yhaM ,2.3701986850190107,1.245008
cspD ,2.374317715812516,1.247513
ydeI ,2.374590926301004,1.247679
ugpB ,2.397192889936132,1.261346
rtn ,2.4157681489118494,1.272482
sra ,2.421770241544126,1.276062
ilvN ,2.4273480719684746,1.279381
glpK ,2.4446585917651937,1.289633
yedE ,2.4627616358890316,1.300277
msrB ,2.4633796677987694,1.300639
yfeR ,2.4707447926745845,1.304946
yihM ,2.4708852290281405,1.305028
mhpC ,2.473635621495595,1.306633
raiA ,2.4783810186275894,1.309398
ynjE ,2.4785545308654857,1.309499
gatZ ,2.482276799782646,1.311664
allB ,2.4922158066075126,1.317429
rtcR ,2.5032857777175725,1.323823
actP ,2.510582266739818,1.328022
aldB ,2.516378603085314,1.331349
ynjH ,2.5287212283978207,1.338408
ykfB ,2.5422290142693256,1.346094
ydcH ,2.554524902929845,1.353055
hdeA ,2.560458187595072,1.356402
rbsK ,2.5832334007924502,1.369178
glcB ,2.5956952278074343,1.376121
ygdI ,2.6106571406757975,1.384413
spy ,2.652206302144784,1.407193
yqiG ,2.674592315105867,1.419319
fucO ,2.6767214233628067,1.420467
dadX ,2.6828157931117165,1.423748
aldA ,2.6855358861532035,1.42521
fliE ,2.6858840039083653,1.425397
glcG ,2.695967304017874,1.430803
gatB ,2.708156289114323,1.437311
ulaE ,2.7127046867211426,1.439732
rbsC ,2.718860252951502,1.443002
gpr ,2.722230066696774,1.444789
aceB ,2.7359692203540544,1.452052
ydeN ,2.759354854556401,1.464331
ybeL ,2.7617390322101416,1.465577
maeB ,2.793649447579328,1.482151
frdA ,2.820449293171852,1.495925
recQ ,2.870259148303776,1.521181
rsmD ,2.875729544237164,1.523928
ygbK ,2.899959998269246,1.536033
glpQ ,2.953482369559011,1.562417
fadA ,2.9741821373885546,1.572493
yehT ,3.013549996253199,1.591464
yebV ,3.027699448471741,1.598222
xdhA ,3.0831947069218826,1.624426
yicJ ,3.086921936758053,1.626169
trkA ,3.0901652716262973,1.627684
pspE ,3.1207504561977815,1.641893
argT ,3.1228061153497637,1.642843
yahO ,3.1832357351594207,1.670494
aceA ,3.232736682979235,1.692756
rffA ,3.2345701462873757,1.693574
ybaV ,3.249930801109808,1.700409
gatC ,3.2669672671526535,1.707952
yhaV ,3.3087562158979478,1.726289
gspF ,3.3087630962702277,1.726292
fdoG ,3.316328682656716,1.729587
rbsB ,3.3290810619005855,1.735124
cstA ,3.4128003056530076,1.770956
fadI ,3.445009592343854,1.784508
dctA ,3.5576140317167133,1.83091
araF ,3.592454787761806,1.84497
agp ,3.644343632059136,1.865659
puuA ,3.6484229848531946,1.867273
fhlA ,3.6774277568949834,1.878697
glcF ,3.752876982106273,1.907997
fadH ,3.8566360351966127,1.947343
acs ,3.8891853713620286,1.959468
aphA ,4.016035438371083,2.005772
pckA ,4.115449459712217,2.04105
mglB ,4.164224936628802,2.058048
yjbJ ,4.192750553479803,2.067897
aspA ,4.267892979513563,2.093524
prpB ,4.351992287862714,2.121676
uhpT ,4.392971074370963,2.135197
ytfJ ,4.490664681755258,2.166929
yedN ,4.492140339957897,2.167403
glpF ,4.726607278830545,2.240805
mhpR ,4.790854503451598,2.260283
tnaA ,4.837135661715681,2.274153
frdC ,4.896982362873619,2.291893
yghJ ,4.956195168342905,2.309233
uspF ,5.222211905040053,2.384661
paaG ,5.2996827516764835,2.405906
psuG ,5.332340841595675,2.414769
nanR ,5.352763827333712,2.420284
fadB ,5.481728971600929,2.454631
putP ,5.726525235326187,2.51766
frdB ,6.301699673450506,2.655741
xylG ,6.9207481250735,2.790928
gcl ,7.157307680514771,2.839417
ytfQ ,7.6328085215901265,2.932214
fadD ,7.800415644994484,2.963551
tauB ,8.80263836873358,3.137936
yliF ,603.471990007092,9.237143
yfiC ,,
insA1 ,,
pnuC ,,
ybhR ,,
prkB ,,
rimI ,,
atoB ,,
ydgI ,,
sapC ,,
holD ,,
cyoC ,,
nuoA ,,
yfgG ,,
phoB ,,
arsB ,,
ydcJ ,,
dusB ,,
manY ,,
hypB ,,
fimE ,,
yfhG ,,
menH ,,
queG ,,
ssuB ,,
ydbJ ,,
ydcX ,,
ppnK ,,
dsbB ,,
mglC ,,
gspJ ,,
ybjJ ,,
nhaB ,,
yfaZ ,,
tynA ,,
yaeJ ,,
fliP ,,
gluQ ,,
hybF ,,
nhaA ,,
potI ,,
ptrB ,,
murP ,,
rusA ,,
sdiA ,,
bamE ,,
stfE ,,
tadA ,,
torT ,,
ybbP ,,
ycgJ ,,
ydjY ,,
yhdY ,,
ymbA ,,
yodD ,,
yphF ,,
ytcA ,,
lpxP ,,
thiM ,,
hsrA ,,
appB ,,
feoC ,,
fhuD ,,
gudD ,,
pflD ,,
lplT ,,
yggP ,,
atoA ,,
yjjL ,,
kdpA ,,
paaE ,,
pinE ,,
nrdF ,,
xylH ,,
yhcF ,,
yqcE ,,
yraH ,,
ynbE ,,
mutT ,,
rpiB ,,
mdfA ,,
yraN ,,
ynjD ,,
fimG ,,
cca ,,
ybgC ,,
ycgG ,,
ydaT ,,
ydfU ,,
yeeE ,,
yehU ,,
yhhK ,,
ydeT ,,
yihV ,,
iclR ,,
cynR ,,
yghB ,,
pgaB ,,
menA ,,
ruvC ,,
frlB ,,
sapF ,,
yieK ,,
yiaY ,,
chaC ,,
clcA ,,
creB ,,
gudX ,,
hycC ,,
hycD ,,
nhaR ,,
wcaM ,,
yegS ,,
yehL ,,
yehR ,,
yffR ,,
ygjP ,,
yigE ,,
yncI ,,
yaiO ,,
ypdF ,,
torR ,,
smtA ,,
rdoA ,,
yhiD ,,
ygfU ,,
ycaI ,,
pgpB ,,
ybcL ,,
glpA ,,
ycjR ,,
allC ,,
ydiM ,,
yebZ ,,
yfcJ ,,
yfdV ,,
yjhH ,,
yohK ,,
scpA ,,
yiaO ,,
agaR ,,
ydeQ ,,
dcuC ,,
dsbE ,,
ypfN ,,
adiA ,,
araH ,,
dtpB ,,
eamA ,,
fsr ,,
ybhI ,,
yccE ,,
ydiU ,,
yfjO ,,
yiiX ,,
yniD ,,
znuC ,,
yjfL ,,
yibH ,,
yhhQ ,,
nudK ,,
cvpA ,,
gudP ,,
lacA ,,
ygdG ,,
yagG ,,
ycjN ,,
ygfA ,,
yhjY ,,
ydhO ,,
mobA ,,
xdhC ,,
malG ,,
chbA ,,
yoaG ,,
thiP ,,
b3808 ,,
yffQ ,,
htrE ,,
ycbJ ,,
xdhB ,,
ynfC ,,
ygaH ,,
ralR ,,
cynT ,,
cho ,,
nrfG ,,
relE ,,
ybhO ,,
yeeL ,,
yihL ,,
bax ,,
dosC ,,
fbpB ,,
fixC ,,
mltF ,,
yedA ,,
yffN ,,
nikB ,,
fdoI ,,
pspD ,,
yqgC ,,
plsY ,,
galS ,,
gfcD ,,
gmm ,,
lhr ,,
psuT ,,
yffL ,,
yhfS ,,
yphE ,,
